        sn_name        |            gal_name            | sn_gal_uncert |    gal_ra    |   gal_dec   | gal_mag | gal_mband | gal_mag_ref | gal_posang | gal_inclination | redshift  | gal_type | gal_logab | gal_log10d | gal_type_code | sn_offset_ew | sn_offset_ns | sn_mag | sn_mflag | sn_mband |  sn_qmag  | sn_optdisc |  max_date  | disc_date  | sn_type  |    sn_ra     |   sn_dec    |    sn_uncert    |   surveys   |                                                                                                                                                                                         discoverer                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                       sn_comment                                                                                                                                                                                                                                                                                                                        |                                                                                                                                            gal_comment                                                                                                                                            |                        mod_date_arr                         
2005bf | MCG+00-27-005 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-04-05 | Ib | 10 23 57.27 | - 3 11 28.6 |  |  |  |  |  | 
2005be | PGC214352 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-04-05 | Ia | 14 59 32.72 | +16 40 11.6 |  |  |  |  |  | 
2005bm | PGC2086009 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-30 | 2005-04-03 | Ia | 15 20 45.10 | +36 48 42.5 |  |  |  |  |  | 
2005bd | MCG+09-11-002 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-04-01 | 2005-04-03 | Ia | 06 12 03.50 | +51 52 03.3 |  |  |  |  |  | 
2005bk | MCG+07-33-027 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-04-02 | Ic | 16 02 17.04 | +42 54 55.3 |  |  |  |  |  | 
2005bc | NGC5698 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-31 | 2005-04-02 | Ia | 14 37 15.05 | +38 27 23.1 |  |  |  |  |  | 
2005bb | UGC08067 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-04-01 | II | 12 57 11.87 | - 1 42 17.4 |  |  |  |  |  | 
2005ba | NGC3746 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-04-01 | II | 11 37 42.58 | +22 00 38.9 |  |  |  |  |  | 
2005br | IC5084 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-28 | Ib: | 21 09 13.09 | -63 17 05.6 |  |  |  |  |  | 
2005bg | MCG+03-31-093 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-28 | Ia | 12 17 17.18 | +16 22 17.6 |  |  |  |  |  | 
2005az | NGC4961 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-28 | Ic | 13 05 46.97 | +27 44 08.4 |  |  |  |  |  | 
2005ay | NGC3938 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-27 | IIP | 11 52 48.07 | +44 06 18.4 |  |  |  |  |  | 
2005ax | NGC1544 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-26 |  | 05 02 38.11 | +86 13 22.2 |  |  |  |  |  | 
2005aw | IC4837A |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-24 | Ic | 19 15 17.44 | -54 08 24.9 |  |  |  |  |  | 
2005av | NGC6943 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-24 | IIn | 20 44 37.58 | -68 45 10.6 |  |  |  |  |  | 
2005au | NGC5056 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-19 | II | 13 16 12.42 | +30 56 40.5 |  |  |  |  |  | 
2005ar | PGC034318 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-10 | Ib | 11 15 19.03 | - 3 46 18.5 |  |  |  |  |  | 
2005aq | NGC1599 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-07 | IIn | 04 31 38.82 | - 4 35 06.8 |  |  |  |  |  | 
2005ao | NGC6462 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-11 | 2005-03-07 | Ia | 17 44 49.64 | +61 54 28.1 |  |  |  |  |  | 
2005at | NGC6744 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-05 | Ic | 19 09 53.62 | -63 49 24.1 |  |  |  |  |  | 
2005ap |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-03 | II: | 13 01 14.84 | +27 43 31.4 |  |  |  |  |  | 
2005an | ESO506-011 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-03-03 | II: | 12 28 27.35 | -24 38 02.4 |  |  |  |  |  | 
HST05Red |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-25 | Ia: | 12 37 01.70 | +62 12 24.0 |  |  |  |  |  | 
HST05Lan |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-25 | Ia | 12 36 56.72 | +62 12 53.3 |  |  |  |  |  | 
2005al | NGC5304 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-24 | Ia | 13 50 00.33 | -30 34 34.2 |  |  |  |  |  | 
2005ak | PGC1253615 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-23 |  | 14 40 32.06 | + 3 30 37.1 |  |  |  |  |  | 
2005am | NGC2811 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-22 | Ia | 09 16 12.77 | -16 18 16.2 |  |  |  |  |  | 
2005aj | UGC02411 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-18 | Ic | 02 58 48.85 | +75 45 13.8 |  |  |  |  |  | 
2005ai | NGC2314 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-12 | Ia | 07 10 32.76 | +75 21 29.1 |  |  |  |  |  | 
2005ah | PGC018246 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-10 | Ia | 06 00 45.77 | -58 35 20.8 |  |  |  |  |  | 
2005ag | PGC200171 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-10 | Ia | 14 56 43.65 | + 9 19 42.5 |  |  |  |  |  | 
2005af | NGC4945 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-08 | IIP: | 13 04 44.06 | -49 33 59.8 |  |  |  |  |  | 
2005ad | NGC0941 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-06 | II | 02 28 29.45 | - 1 08 20.0 |  |  |  |  |  | 
2005ab | NGC4617 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-05 | II | 12 41 05.18 | +50 22 56.2 |  |  |  |  |  | 
2005ac | PGC1177798 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-04 |  | 13 39 55.82 | + 0 52 15.0 |  |  |  |  |  | 
2005mt | PGC125573 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-03 | IIn | 10 24 12.90 | - 3 44 50.6 |  |  |  |  |  | 
2005as | NGC3450 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-02 | Ia | 10 48 03.52 | -20 50 56.5 |  |  |  |  |  | 
HST05Zwi |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-01 | Ia | 03 32 45.65 | -27 44 24.3 |  |  |  |  |  | 
2005ae | ESO209-009 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-01 | IIb | 07 58 15.84 | -49 51 19.9 |  |  |  |  |  | 
2005aa | MCG+05-22-008 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-01 |  | 09 08 04.21 | +27 14 59.4 |  |  |  |  |  | 
2005W | NGC0691 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-02-01 | Ia | 01 50 45.76 | +21 45 35.5 |  |  |  |  |  | 
2005Z | NGC3363 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-31 | II | 10 45 09.07 | +22 04 37.3 |  |  |  |  |  | 
2005Y | UGC01159 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-31 | II | 01 37 37.29 | + 0 02 29.8 |  |  |  |  |  | 
2005V | NGC2146 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-30 | Ib/c | 06 18 38.28 | +78 21 28.8 |  |  |  |  |  | 
2005U | NGC3690 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-30 | II | 11 28 33.13 | +58 33 41.3 |  |  |  |  |  | 
2005Q | ESO244-031 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-28 | II | 01 30 03.51 | -42 40 48.4 |  |  |  |  |  | 
2005X |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-24 | Ia | 12 24 00.75 | + 7 46 38.9 |  |  |  |  |  | 
2005T | IC4423 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-24 | II | 14 26 17.24 | +26 14 47.8 |  |  |  |  |  | 
2005S | UGC09037 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-22 | Ia | 14 08 28.84 | + 7 03 27.2 |  |  |  |  |  | 
2005P | NGC5468 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-21 |  | 14 06 34.01 | - 5 27 42.6 |  |  |  |  |  | 
2005N | NGC5420 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-19 | Ib/c | 14 04 02.61 | -14 37 48.8 |  |  |  |  |  | 
2005M | NGC2930 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-19 | Ia | 09 37 32.36 | +23 12 02.7 |  |  |  |  |  | 
2005O | NGC3340 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-16 | Ib | 10 42 18.32 | - 0 22 41.2 |  |  |  |  |  | 
2005J | NGC4012 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-16 | II | 11 58 28.54 | +10 01 09.2 |  |  |  |  |  | 
2005L | MCG+07-33-005 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-15 |  | 15 53 25.92 | +39 23 08.1 |  |  |  |  |  | 
2005K | NGC2923 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-15 | II | 09 36 04.31 | +16 45 46.8 |  |  |  |  |  | 
2005I | IC0983 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-15 | II | 14 10 02.86 | +17 43 22.4 |  |  |  |  |  | 
2005H | NGC0838 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-15 | II | 02 09 38.52 | -10 08 43.6 |  |  |  |  |  | 
2005G | UGC08690 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-14 | Ia | 13 44 32.79 | + 4 46 44.3 |  |  |  |  |  | 
2005R | UGC06274 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-13 | IIn | 11 14 56.81 | +33 49 35.7 |  |  |  |  |  | 
2005F | MCG+02-23-027 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-13 | Ia | 09 04 53.68 | +13 33 56.3 |  |  |  |  |  | 
2005E | NGC1032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-13 | Ib/c | 02 39 14.34 | + 1 05 55.0 |  |  |  |  |  | 
2005D | UGC03856 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-13 | IIb | 07 26 57.36 | +20 22 53.4 |  |  |  |  |  | 
2005B | UGC11066 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-12 |  | 17 54 48.72 | +71 32 34.5 |  |  |  |  |  | 
2005C | PGC2606307 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-11 | Ib | 11 15 29.42 | +60 45 05.5 |  |  |  |  |  | 
HST05Spo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-06 | Ia | 12 37 06.53 | +62 15 11.7 |  |  |  |  |  | 
2006C | UGC07020 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-06 | II | 12 02 32.50 | +41 02 40.2 |  |  |  |  |  | 
2005A | NGC0958 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2005-01-05 | Ia | 02 30 43.25 | - 2 56 19.8 |  |  |  |  |  | 
2004gx | UGC12663 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-30 | II | 23 33 30.80 | +24 01 07.0 |  |  |  |  |  | 
2004gz | MCG+10-23-045 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-28 | Ia | 16 13 45.71 | +61 01 25.9 |  |  |  |  |  | 
2004gy |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-28 | II | 13 03 58.54 | +26 14 03.7 |  |  |  |  |  | 
2004gw | PGC016812 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-27 | Ia | 05 08 48.41 | +62 26 20.7 |  |  |  |  |  | 
HST04Rak |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-16 | Ia | 03 32 18.15 | -27 44 10.6 |  |  |  |  |  | 
HST04Omb |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-16 | Ia | 03 32 25.34 | -27 45 03.0 |  |  |  |  |  | 
HST04Kur |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-15 | Ia | 03 32 36.03 | -27 51 17.7 |  |  |  |  |  | 
2004hs |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-13 | Ia | 02 09 33.69 | - 4 13 04.0 |  |  |  |  |  | 
2004gv | NGC0856 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-13 | Ib/c: | 02 13 37.42 | - 0 43 05.8 |  |  |  |  |  | 
2004gu | PGC092948 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-13 | Ia | 12 46 24.72 | +11 56 56.1 |  |  |  |  |  | 
2004gt | NGC4038 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-12 | Ib/c | 12 01 50.37 | -18 52 12.7 |  |  |  |  |  | 
2004gs | MCG+03-22-020 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-12 | Ia | 08 38 23.18 | +17 37 39.8 |  |  |  |  |  | 
2004hr |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-11 | Ia | 01 08 48.33 | + 0 00 49.5 |  |  |  |  |  | 
2004gr | NGC3678 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-11 | II | 11 26 15.02 | +27 52 06.7 |  |  |  |  |  | 
2004gq | NGC1832 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-11 | Ib | 05 12 04.81 | -15 40 54.2 |  |  |  |  |  | 
2004hq |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-09 | Ia | 02 30 18.04 | - 8 22 25.0 |  |  |  |  |  | 
2004hp |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-09 | Ia | 02 09 35.52 | - 3 46 23.5 |  |  |  |  |  | 
2004ho |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-09 | II | 02 06 16.03 | - 3 52 27.7 |  |  |  |  |  | 
2004hn |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-09 | Ia | 01 13 32.38 | + 0 37 15.3 |  |  |  |  |  | 
2004hm |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-07 | Ia | 02 28 03.11 | - 7 42 29.7 |  |  |  |  |  | 
2004hl |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-07 | Ia | 01 13 38.17 | - 0 27 39.0 |  |  |  |  |  | 
2004hk |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-05 | Ia | 23 27 04.38 | - 8 38 45.1 |  |  |  |  |  | 
2004gn | NGC4527 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-12-01 |  | 12 34 12.10 | + 2 39 34.4 |  |  |  |  |  | 
2004gm | MCG-02-33-080 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-30 | Ia | 12 59 40.53 | -14 58 02.4 |  |  |  |  |  | 
2004gk | IC3311 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-25 | Ic | 12 25 33.23 | +12 15 40.1 |  |  |  |  |  | 
2004gj | IC701 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-23 | IIb | 11 30 59.63 | +20 28 06.8 |  |  |  |  |  | 
2004gl | MCG+08-16-031 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-21 | Ia | 08 50 04.89 | +49 14 43.8 |  |  |  |  |  | 
2004hj |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-20 | Ia | 02 29 41.93 | - 8 43 49.4 |  |  |  |  |  | 
2004hi |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-20 | Ia | 02 08 38.82 | - 5 08 11.7 |  |  |  |  |  | 
2004hh | APMUKS(BJ) B020353.90-045222.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-20 | Ia | 02 06 25.01 | - 4 38 04.0 |  |  |  |  |  | 
2004gf | UGC11864 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-20 | II | 21 57 52.39 | +42 18 57.8 |  |  |  |  |  | 
2004go | IC0270 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-18 | Ia | 02 55 41.76 | -14 14 14.5 |  |  |  |  |  | 
2004gc | PGC017176 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-18 | Ia | 05 21 49.95 | + 6 40 33.7 |  |  |  |  |  | 
2004gi | ESO437-032 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-17 | Ia | 10 39 23.34 | -27 54 40.0 |  |  |  |  |  | 
2004ge | UGC03555 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-17 | Ic | 06 50 00.13 | +25 38 02.0 |  |  |  |  |  | 
2004hg |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-16 | Ia | 02 34 55.19 | - 8 30 43.6 |  |  |  |  |  | 
2004hf |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-16 | Ia | 02 32 00.14 | - 8 42 23.8 |  |  |  |  |  | 
2004gh | ESO500-034 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-16 | II | 10 24 31.55 | -23 33 18.2 |  |  |  |  |  | 
2004gg | UGC05234 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-16 | II | 09 46 49.10 | +16 02 44.5 |  |  |  |  |  | 
2004he |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-14 | Ia | 02 29 48.79 | - 8 20 45.9 |  |  |  |  |  | 
2004hd |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-14 | Ia | 02 08 48.21 | - 4 26 10.4 |  |  |  |  |  | 
2004fz | NGC0783 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-21 | 2004-11-14 | Ia | 02 01 06.41 | +31 52 44.2 |  |  |  |  |  | 
2004hc |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-12 | Ia | 23 24 32.67 | - 8 41 03.5 |  |  |  |  |  | 
2004fy | MCG+15-01-010 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-03 | 2004-11-10 | Ia | 11 41 14.96 | +89 05 10.6 |  |  |  |  |  | 
2004fx | MCG-02-14-003 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-07 | II | 05 11 11.67 | - 9 23 31.6 |  |  |  |  |  | 
HST04Eag |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-06 | Ia | 12 37 20.75 | +62 13 41.5 |  |  |  |  |  | 
2004hb |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-06 | Ia | 02 08 09.70 | - 4 41 51.8 |  |  |  |  |  | 
2004ha |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-06 | Ia | 02 04 27.00 | - 4 52 46.0 |  |  |  |  |  | 
2004gd | NGC2341 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-06 | IIn | 07 09 11.71 | +20 36 10.6 |  |  |  |  |  | 
2004fw | UGC04633 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-06 | 2004-11-06 | Ia | 08 52 14.55 | +52 53 30.4 |  |  |  |  |  | 
HST04Haw |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-05 | Ia | 12 35 41.16 | +62 11 37.2 |  |  |  |  |  | 
2004ik |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-05 | 2004-11-05 | Ia | 01 44 55.51 | - 0 05 58.1 |  |  |  |  |  | 
2004ij |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-05 | 2004-11-05 | Ia | 01 21 11.54 | - 0 55 09.2 |  |  |  |  |  | 
2004fv | NGC6492 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-04 | Ia | 18 02 46.38 | -66 25 54.7 |  |  |  |  |  | 
2004fu | NGC6949 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-04 | Ia | 20 35 11.58 | +64 48 26.1 |  |  |  |  |  | 
2004io |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-20 | 2004-11-03 | Ia | 21 23 37.39 | - 0 28 00.6 |  |  |  |  |  | 
2004in | APMUKS(BJ) B012752.34+002607.7 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-11 | 2004-11-03 | Ia | 01 30 26.06 | + 0 41 32.3 |  |  |  |  |  | 
2004im |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-05 | 2004-11-03 | Ia | 23 43 07.78 | - 0 07 55.5 |  |  |  |  |  | 
2004il | PGC3112823 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-05 | 2004-11-03 | Ia | 03 07 02.69 | - 0 00 40.1 |  |  |  |  |  | 
2004ii |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-03 | 2004-11-03 | Ia | 00 16 51.80 | - 0 24 56.9 |  |  |  |  |  | 
2004fg | MCG+05-56-007 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-11-14 | 2004-10-31 | Ia | 23 47 24.45 | +28 23 22.4 |  |  |  |  |  | 
2004ff | ESO552-040 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-30 | Ic | 04 58 46.19 | -21 34 12.0 |  |  |  |  |  | 
2004fe | NGC0132 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-30 | Ic | 00 30 11.27 | + 2 05 23.5 |  |  |  |  |  | 
2004fd | NGC1060 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-26 | 2004-10-21 | Ia | 02 43 15.25 | +32 25 25.6 |  |  |  |  |  | 
2004fc | NGC0701 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-21 | II | 01 51 03.85 | - 9 42 06.9 |  |  |  |  |  | 
2004gp |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-19 | II | 04 53 38.96 | -68 47 02.8 |  |  |  |  |  | 
2004ft |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-17 | Ia | 02 33 32.63 | - 8 09 34.1 |  |  |  |  |  | 
2004ih |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-24 | 2004-10-16 | Ia | 02 15 54.31 | + 1 04 09.9 |  |  |  |  |  | 
2004ig | APMUKS(BJ) B000318.21-011628.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-24 | 2004-10-16 | Ia | 00 05 51.79 | - 0 59 45.1 |  |  |  |  |  | 
2004gb |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2004-10-15 | Ia | 04 55 22.30 | -67 30 44.3 |  |  |  |  |  | 
